label,sample,beta,mean_path_uncertainty,final_uncertainty,linear_target_gain,mlp_target_gain,linear_damage,mlp_damage
1,788,0.0,0.13733449513170273,0.13357773700123732,0.0,3.149588949843745e-13,0.46217744604741584,0.07957423843215061
1,788,0.5,0.13290853125572313,0.12813036147498202,0.0,3.959225797088761e-13,0.45287992566038193,0.06422622777277753
1,789,0.0,0.10179094254615424,0.10468488652395475,0.0,1.0996467166246288e-07,0.4195311069300549,0.12597147970270287
1,789,0.5,0.09654993169379529,0.10049053414755046,0.0,1.5487309739995288e-07,0.4381008205576595,0.13419073385884772
1,790,0.0,0.14437465246722261,0.14801436464292086,0.0,5.281597202168002e-15,0.00501441129663943,0.23967638148147472
1,790,0.5,0.13461951587254917,0.14071162292639258,0.0,1.036564791149583e-13,0.00496112965240549,0.2832823597233727
1,792,0.0,0.08029737191610056,0.03620271026023119,0.0,-3.1878664503843276e-14,0.3492553664699336,0.4005456158597547
1,792,0.5,0.07798078281077549,0.027754033833025906,0.0,-3.189771858521241e-14,0.32611493320950946,0.39282485605091005
1,810,0.0,0.08972232027206736,0.11134544519250407,0.0,-1.8466291776700297e-26,0.00011895763010286852,0.06900223210153393
1,810,0.5,0.07505998810532684,0.09669184626539556,0.0,-1.8465821098450675e-26,0.00011605971149589716,0.06214527579900023
1,885,0.0,0.11593834069608612,0.15024052584705572,0.0,-4.534066009306411e-29,0.08498090068214914,0.21315613732323765
1,885,0.5,0.025340758302477496,0.004038810013007104,0.0,-1.7740539198910758e-28,0.0013308415724366252,0.15261053206198316
1,886,0.0,0.13508773452761788,0.11826755434445564,3.377537206830212e-293,0.00011609515546335384,0.802148508447001,0.673349552305105
1,886,0.5,0.1343831577880058,0.1171630254277175,7.398279801017958e-301,0.0001284310279156162,0.7955824541187557,0.6679576167605131
1,917,0.0,0.1320923894017858,0.14849823919718322,0.0,-6.416515975120373e-32,8.19864239276491e-08,0.033796939726093767
1,917,0.5,0.03849314667544443,0.005013880842390104,0.0,3.249966026762496e-30,5.156104098746894e-05,0.061358041305678845
1,985,0.0,0.11406610634412327,0.09880039785645664,1.0,0.008741477156044349,0.3201543310695019,0.2695930545516398
1,985,0.5,0.1121783974935274,0.09610808196237532,1.0,0.00876139101397145,0.31930225357707226,0.26554405455854485
1,993,0.0,0.13362116417735392,0.12813143515965636,0.0,7.702260942600295e-14,0.4837562766581606,0.13286322467298453
1,993,0.5,0.12994076646057323,0.12279623287150498,0.0,2.1742271306375004e-13,0.4776711508752314,0.14330868320828352
1,1052,0.0,0.11990841152720867,0.1386773062473166,0.0,2.442068089655669e-23,2.5717237885713824e-05,0.006930533518907209
1,1052,0.5,0.03420597089546839,0.004064269385104895,0.0,-6.417480679748967e-23,2.813808274205987e-05,0.005146613522000505
1,1062,0.0,0.10263567271449817,0.08293465054224576,8.612524362181635e-292,3.2886016846765835e-07,0.0045458132115802075,0.12019943746460549
1,1062,0.5,0.10020810381069895,0.07892423273056082,2.257468297882602e-298,3.3764185654211645e-07,0.004615531926033978,0.12402284927466983
1,1084,0.0,0.15116205497384297,0.15388279269812172,0.0,9.199603236129404e-16,2.70409250546777e-11,0.01561755891854627
1,1084,0.5,0.14459148576957226,0.1507448591986788,0.0,1.005577265038984e-14,5.423308468976984e-10,0.022879179612934286
1,1129,0.0,0.09233642225378426,0.11760843091474098,0.0,-7.374541275625085e-22,0.03673821731568077,0.0
1,1129,0.5,0.07544032318574752,0.0957592446878357,0.0,-1.4699924838258485e-21,0.036828678232874876,0.0
2,24,0.0,0.42174962272189626,0.42846402470373385,0.9939075626216908,0.593540910057239,0.44411136069117074,0.20915903323357576
